cipcode,cip6,cip6_description,cip4,cip4_description,cip2,cip2_description
39.0605,39.0605,Rabbinical Studies.,39.06,Theological and Ministerial Studies.,39,THEOLOGY AND RELIGIOUS VOCATIONS.
39.0606,39.0606,Talmudic Studies.,39.06,Theological and Ministerial Studies.,39,THEOLOGY AND RELIGIOUS VOCATIONS.
39.0699,39.0699,"Theological and Ministerial Studies, Other.",39.06,Theological and Ministerial Studies.,39,THEOLOGY AND RELIGIOUS VOCATIONS.
39.0701,39.0701,Pastoral Studies/Counseling.,39.07,Pastoral Counseling and Specialized Ministries.,39,THEOLOGY AND RELIGIOUS VOCATIONS.
39.0702,39.0702,Youth Ministry.,39.07,Pastoral Counseling and Specialized Ministries.,39,THEOLOGY AND RELIGIOUS VOCATIONS.
39.0703,39.0703,Urban Ministry.,39.07,Pastoral Counseling and Specialized Ministries.,39,THEOLOGY AND RELIGIOUS VOCATIONS.
39.0704,39.0704,Women's Ministry.,39.07,Pastoral Counseling and Specialized Ministries.,39,THEOLOGY AND RELIGIOUS VOCATIONS.
39.0705,39.0705,Lay Ministry.,39.07,Pastoral Counseling and Specialized Ministries.,39,THEOLOGY AND RELIGIOUS VOCATIONS.
39.0799,39.0799,"Pastoral Counseling and Specialized Ministries, Ot",39.07,Pastoral Counseling and Specialized Ministries.,39,THEOLOGY AND RELIGIOUS VOCATIONS.
39.9999,39.9999,"Theology and Religious Vocations, Other.",39.99,"Theology and Religious Vocations, Other.",39,THEOLOGY AND RELIGIOUS VOCATIONS.
40.0101,40.0101,Physical Sciences.,40.01,Physical Sciences.,40,PHYSICAL SCIENCES.
40.0201,40.0201,Astronomy.,40.02,Astronomy and Astrophysics.,40,PHYSICAL SCIENCES.
40.0202,40.0202,Astrophysics.,40.02,Astronomy and Astrophysics.,40,PHYSICAL SCIENCES.
40.0203,40.0203,Planetary Astronomy and Science.,40.02,Astronomy and Astrophysics.,40,PHYSICAL SCIENCES.
40.0299,40.0299,"Astronomy and Astrophysics, Other.",40.02,Astronomy and Astrophysics.,40,PHYSICAL SCIENCES.
40.0401,40.0401,"Atmospheric Sciences and Meteorology, General.",40.04,Atmospheric Sciences and Meteorology.,40,PHYSICAL SCIENCES.
40.0402,40.0402,Atmospheric Chemistry and Climatology.,40.04,Atmospheric Sciences and Meteorology.,40,PHYSICAL SCIENCES.
40.0403,40.0403,Atmospheric Physics and Dynamics.,40.04,Atmospheric Sciences and Meteorology.,40,PHYSICAL SCIENCES.
40.0404,40.0404,Meteorology.,40.04,Atmospheric Sciences and Meteorology.,40,PHYSICAL SCIENCES.
40.0499,40.0499,"Atmospheric Sciences and Meteorology, Other.",40.04,Atmospheric Sciences and Meteorology.,40,PHYSICAL SCIENCES.
40.0501,40.0501,"Chemistry, General.",40.05,Chemistry.,40,PHYSICAL SCIENCES.
40.0502,40.0502,Analytical Chemistry.,40.05,Chemistry.,40,PHYSICAL SCIENCES.
40.0503,40.0503,Inorganic Chemistry.,40.05,Chemistry.,40,PHYSICAL SCIENCES.
40.0504,40.0504,Organic Chemistry.,40.05,Chemistry.,40,PHYSICAL SCIENCES.
40.0506,40.0506,Physical Chemistry.,40.05,Chemistry.,40,PHYSICAL SCIENCES.
40.0507,40.0507,Polymer Chemistry.,40.05,Chemistry.,40,PHYSICAL SCIENCES.
40.0508,40.0508,Chemical Physics.,40.05,Chemistry.,40,PHYSICAL SCIENCES.
40.0509,40.0509,Environmental Chemistry.,40.05,Chemistry.,40,PHYSICAL SCIENCES.
40.0510,40.051,Forensic Chemistry.,40.05,Chemistry.,40,PHYSICAL SCIENCES.
40.0511,40.0511,Theoretical Chemistry.,40.05,Chemistry.,40,PHYSICAL SCIENCES.
40.0599,40.0599,"Chemistry, Other.",40.05,Chemistry.,40,PHYSICAL SCIENCES.
40.0601,40.0601,"Geology/Earth Science, General.",40.06,Geological and Earth Sciences/Geosciences.,40,PHYSICAL SCIENCES.
40.0602,40.0602,Geochemistry.,40.06,Geological and Earth Sciences/Geosciences.,40,PHYSICAL SCIENCES.
40.0603,40.0603,Geophysics and Seismology.,40.06,Geological and Earth Sciences/Geosciences.,40,PHYSICAL SCIENCES.
40.0604,40.0604,Paleontology.,40.06,Geological and Earth Sciences/Geosciences.,40,PHYSICAL SCIENCES.
40.0605,40.0605,Hydrology and Water Resources Science.,40.06,Geological and Earth Sciences/Geosciences.,40,PHYSICAL SCIENCES.
40.0606,40.0606,Geochemistry and Petrology.,40.06,Geological and Earth Sciences/Geosciences.,40,PHYSICAL SCIENCES.
40.0607,40.0607,"Oceanography, Chemical and Physical.",40.06,Geological and Earth Sciences/Geosciences.,40,PHYSICAL SCIENCES.
40.0699,40.0699,"Geological and Earth Sciences/Geosciences, Other.",40.06,Geological and Earth Sciences/Geosciences.,40,PHYSICAL SCIENCES.
40.0801,40.0801,"Physics, General.",40.08,Physics.,40,PHYSICAL SCIENCES.
40.0802,40.0802,Atomic/Molecular Physics.,40.08,Physics.,40,PHYSICAL SCIENCES.
40.0804,40.0804,Elementary Particle Physics.,40.08,Physics.,40,PHYSICAL SCIENCES.
40.0805,40.0805,Plasma and High-Temperature Physics.,40.08,Physics.,40,PHYSICAL SCIENCES.
40.0806,40.0806,Nuclear Physics.,40.08,Physics.,40,PHYSICAL SCIENCES.
40.0807,40.0807,Optics/Optical Sciences.,40.08,Physics.,40,PHYSICAL SCIENCES.
40.0808,40.0808,Condensed Matter and Materials Physics.,40.08,Physics.,40,PHYSICAL SCIENCES.
40.0809,40.0809,Acoustics.,40.08,Physics.,40,PHYSICAL SCIENCES.
40.0810,40.081,Theoretical and Mathematical Physics.,40.08,Physics.,40,PHYSICAL SCIENCES.
40.0899,40.0899,"Physics, Other.",40.08,Physics.,40,PHYSICAL SCIENCES.
40.1001,40.1001,Materials Science.,40.1,Materials Sciences.,40,PHYSICAL SCIENCES.
40.1002,40.1002,Materials Chemistry.,40.1,Materials Sciences.,40,PHYSICAL SCIENCES.
40.1099,40.1099,"Materials Sciences, Other.",40.1,Materials Sciences.,40,PHYSICAL SCIENCES.
40.9999,40.9999,"Physical Sciences, Other.",40.99,"Physical Sciences, Other.",40,PHYSICAL SCIENCES.
41.0000,41,"Science Technologies/Technicians, General.",41,"Science Technologies/Technicians, General.",41,SCIENCE TECHNOLOGIES/TECHNICIANS.
41.0101,41.0101,Biology Technician/Biotechnology Laboratory Techni,41.01,Biology Technician/Biotechnology Laboratory Techni,41,SCIENCE TECHNOLOGIES/TECHNICIANS.
41.0204,41.0204,Industrial Radiologic Technology/Technician.,41.02,Nuclear and Industrial Radiologic Technologies/Tec,41,SCIENCE TECHNOLOGIES/TECHNICIANS.
41.0205,41.0205,Nuclear/Nuclear Power Technology/Technician.,41.02,Nuclear and Industrial Radiologic Technologies/Tec,41,SCIENCE TECHNOLOGIES/TECHNICIANS.
41.0299,41.0299,Nuclear and Industrial Radiologic Technologies/Tec,41.02,Nuclear and Industrial Radiologic Technologies/Tec,41,SCIENCE TECHNOLOGIES/TECHNICIANS.
41.0301,41.0301,Chemical Technology/Technician.,41.03,Physical Science Technologies/Technicians.,41,SCIENCE TECHNOLOGIES/TECHNICIANS.
41.0303,41.0303,Chemical Process Technology.,41.03,Physical Science Technologies/Technicians.,41,SCIENCE TECHNOLOGIES/TECHNICIANS.
41.0399,41.0399,"Physical Science Technologies/Technicians, Other.",41.03,Physical Science Technologies/Technicians.,41,SCIENCE TECHNOLOGIES/TECHNICIANS.
41.9999,41.9999,"Science Technologies/Technicians, Other.",41.99,"Science Technologies/Technicians, Other.",41,SCIENCE TECHNOLOGIES/TECHNICIANS.
42.0101,42.0101,"Psychology, General.",42.01,"Psychology, General.",42,PSYCHOLOGY.
42.0201,42.0201,Clinical Psychology.,42.02,Clinical Psychology.,42,PSYCHOLOGY.
42.0301,42.0301,Cognitive Psychology and Psycholinguistics.,42.03,Cognitive Psychology and Psycholinguistics.,42,PSYCHOLOGY.
42.0401,42.0401,Community Psychology.,42.04,Community Psychology.,42,PSYCHOLOGY.
42.0501,42.0501,Comparative Psychology.,42.05,Comparative Psychology.,42,PSYCHOLOGY.
42.0601,42.0601,Counseling Psychology.,42.06,Counseling Psychology.,42,PSYCHOLOGY.
42.0701,42.0701,Developmental and Child Psychology.,42.07,Developmental and Child Psychology.,42,PSYCHOLOGY.
42.0801,42.0801,Experimental Psychology.,42.08,Experimental Psychology.,42,PSYCHOLOGY.
42.0901,42.0901,Industrial and Organizational Psychology.,42.09,Industrial and Organizational Psychology.,42,PSYCHOLOGY.
42.1001,42.1001,Personality Psychology.,42.1,Personality Psychology.,42,PSYCHOLOGY.
42.1101,42.1101,Physiological Psychology/Psychobiology.,42.11,Physiological Psychology/Psychobiology.,42,PSYCHOLOGY.
42.1601,42.1601,Social Psychology.,42.16,Social Psychology.,42,PSYCHOLOGY.
42.1701,42.1701,School Psychology.,42.17,School Psychology.,42,PSYCHOLOGY.
42.1801,42.1801,Educational Psychology.,42.18,Educational Psychology.,42,PSYCHOLOGY.
42.1901,42.1901,Psychometrics and Quantitative Psychology.,42.19,Psychometrics and Quantitative Psychology.,42,PSYCHOLOGY.
42.2001,42.2001,Clinical Child Psychology.,42.2,Clinical Child Psychology.,42,PSYCHOLOGY.
42.2101,42.2101,Environmental Psychology.,42.21,Environmental Psychology.,42,PSYCHOLOGY.
42.2201,42.2201,Geropsychology.,42.22,Geropsychology.,42,PSYCHOLOGY.
42.2301,42.2301,Health/Medical Psychology.,42.23,Health Psychology.,42,PSYCHOLOGY.
42.2401,42.2401,Psychopharmacology.,42.24,Psychopharmacology.,42,PSYCHOLOGY.
42.2501,42.2501,Family Psychology.,42.25,Family Psychology.,42,PSYCHOLOGY.
42.2601,42.2601,Forensic Psychology.,42.26,Forensic Psychology.,42,PSYCHOLOGY.
42.2701,42.2701,Cognitive Psychology and Psycholinguistics.,42.27,Research and Experimental Psychology.,42,PSYCHOLOGY.
42.2702,42.2702,Comparative Psychology.,42.27,Research and Experimental Psychology.,42,PSYCHOLOGY.
42.2703,42.2703,Developmental and Child Psychology.,42.27,Research and Experimental Psychology.,42,PSYCHOLOGY.
42.2704,42.2704,Experimental Psychology.,42.27,Research and Experimental Psychology.,42,PSYCHOLOGY.
42.2705,42.2705,Personality Psychology.,42.27,Research and Experimental Psychology.,42,PSYCHOLOGY.
42.2706,42.2706,Physiological Psychology/Psychobiology.,42.27,Research and Experimental Psychology.,42,PSYCHOLOGY.
42.2707,42.2707,Social Psychology.,42.27,Research and Experimental Psychology.,42,PSYCHOLOGY.
42.2708,42.2708,Psychometrics and Quantitative Psychology.,42.27,Research and Experimental Psychology.,42,PSYCHOLOGY.
42.2709,42.2709,Psychopharmacology.,42.27,Research and Experimental Psychology.,42,PSYCHOLOGY.
42.2799,42.2799,"Research and Experimental Psychology, Other.",42.27,Research and Experimental Psychology.,42,PSYCHOLOGY.
42.2801,42.2801,Clinical Psychology.,42.28,"Clinical, Counseling and Applied Psychology.",42,PSYCHOLOGY.
42.2802,42.2802,Community Psychology.,42.28,"Clinical, Counseling and Applied Psychology.",42,PSYCHOLOGY.
42.2803,42.2803,Counseling Psychology.,42.28,"Clinical, Counseling and Applied Psychology.",42,PSYCHOLOGY.
42.2804,42.2804,Industrial and Organizational Psychology.,42.28,"Clinical, Counseling and Applied Psychology.",42,PSYCHOLOGY.
42.2805,42.2805,School Psychology.,42.28,"Clinical, Counseling and Applied Psychology.",42,PSYCHOLOGY.
42.2806,42.2806,Educational Psychology.,42.28,"Clinical, Counseling and Applied Psychology.",42,PSYCHOLOGY.
42.2807,42.2807,Clinical Child Psychology.,42.28,"Clinical, Counseling and Applied Psychology.",42,PSYCHOLOGY.
42.2808,42.2808,Environmental Psychology.,42.28,"Clinical, Counseling and Applied Psychology.",42,PSYCHOLOGY.
42.2809,42.2809,Geropsychology.,42.28,"Clinical, Counseling and Applied Psychology.",42,PSYCHOLOGY.
42.2810,42.281,Health/Medical Psychology.,42.28,"Clinical, Counseling and Applied Psychology.",42,PSYCHOLOGY.
42.2811,42.2811,Family Psychology.,42.28,"Clinical, Counseling and Applied Psychology.",42,PSYCHOLOGY.
42.2812,42.2812,Forensic Psychology.,42.28,"Clinical, Counseling and Applied Psychology.",42,PSYCHOLOGY.
42.2813,42.2813,Applied Psychology.,42.28,"Clinical, Counseling and Applied Psychology.",42,PSYCHOLOGY.
42.2814,42.2814,Applied Behavior Analysis.,42.28,"Clinical, Counseling and Applied Psychology.",42,PSYCHOLOGY.
42.2899,42.2899,"Clinical, Counseling and Applied Psychology, Other",42.28,"Clinical, Counseling and Applied Psychology.",42,PSYCHOLOGY.
42.9999,42.9999,"Psychology, Other.",42.99,"Psychology, Other.",42,PSYCHOLOGY.
43.0102,43.0102,Corrections.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0103,43.0103,Criminal Justice/Law Enforcement Administration.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0104,43.0104,Criminal Justice/Safety Studies.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0106,43.0106,Forensic Science and Technology.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0107,43.0107,Criminal Justice/Police Science.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0109,43.0109,Security and Loss Prevention Services.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0110,43.011,Juvenile Corrections.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0111,43.0111,Criminalistics and Criminal Science.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0112,43.0112,Securities Services Administration/Management.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0113,43.0113,Corrections Administration.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0114,43.0114,Law Enforcement Investigation and Interviewing.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0115,43.0115,Law Enforcement Record-Keeping and Evidence Manage,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0116,43.0116,Cyber/Computer Forensics and Counterterrorism.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0117,43.0117,Financial Forensics and Fraud Investigation.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0118,43.0118,Law Enforcement Intelligence Analysis.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0119,43.0119,Critical Incident Response/Special Police Operatio,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0120,43.012,Protective Services Operations.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0121,43.0121,Suspension and Debarment Investigation.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0122,43.0122,Maritime Law Enforcement.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0123,43.0123,Cultural/Archaelogical Resources Protection.,43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0199,43.0199,"Corrections and Criminal Justice, Other.",43.01,Criminal Justice and Corrections.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0201,43.0201,Fire Prevention and Safety Technology/Technician.,43.02,Fire Protection.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0202,43.0202,Fire Services Administration.,43.02,Fire Protection.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0203,43.0203,Fire Science/Fire-fighting.,43.02,Fire Protection.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0204,43.0204,Fire Systems Technology.,43.02,Fire Protection.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0205,43.0205,Fire/Arson Investigation and Prevention.,43.02,Fire Protection.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0206,43.0206,Wildland/Forest Firefighting and Investigation.,43.02,Fire Protection.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0299,43.0299,"Fire Protection, Other.",43.02,Fire Protection.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0301,43.0301,Homeland Security.,43.03,Homeland Security.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0302,43.0302,Crisis/Emergency/Disaster Management.,43.03,Homeland Security.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0303,43.0303,Critical Infrastructure Protection.,43.03,Homeland Security.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0304,43.0304,Terrorism and Counterterrorism Operations.,43.03,Homeland Security.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.0399,43.0399,"Homeland Security, Other.",43.03,Homeland Security.,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
43.9999,43.9999,"Homeland Security, Law Enforcement, Firefighting a",43.99,"Homeland Security, Law Enforcement, Firefighting a",43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING A"
44.0000,44,"Human Services, General.",44,"Human Services, General.",44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIO
44.0201,44.0201,Community Organization and Advocacy.,44.02,Community Organization and Advocacy.,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIO
44.0401,44.0401,Public Administration.,44.04,Public Administration.,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIO
44.0501,44.0501,"Public Policy Analysis, General.",44.05,Public Policy Analysis.,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIO
44.0502,44.0502,Education Policy Analysis.,44.05,Public Policy Analysis.,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIO
44.0503,44.0503,Health Policy Analysis.,44.05,Public Policy Analysis.,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIO
44.0504,44.0504,International Policy Analysis.,44.05,Public Policy Analysis.,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIO
44.0599,44.0599,"Public Policy Analysis, Other.",44.05,Public Policy Analysis.,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIO
44.0701,44.0701,Social Work.,44.07,Social Work.,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIO
44.0702,44.0702,Youth Services/Administration.,44.07,Social Work.,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIO
44.0799,44.0799,"Social Work, Other.",44.07,Social Work.,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIO
44.9999,44.9999,Public Administration and Social Service Professio,44.99,Public Administration and Social Service Professio,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIO
45.0101,45.0101,"Social Sciences, General.",45.01,"Social Sciences, General.",45,SOCIAL SCIENCES.
45.0102,45.0102,Research Methodology and Quantitative Methods.,45.01,"Social Sciences, General.",45,SOCIAL SCIENCES.
45.0201,45.0201,Anthropology.,45.02,Anthropology.,45,SOCIAL SCIENCES.
45.0202,45.0202,Physical and Biological Anthropology.,45.02,Anthropology.,45,SOCIAL SCIENCES.
45.0203,45.0203,Medical Anthropology.,45.02,Anthropology.,45,SOCIAL SCIENCES.
45.0204,45.0204,Cultural Anthropology.,45.02,Anthropology.,45,SOCIAL SCIENCES.
45.0299,45.0299,"Anthropology, Other.",45.02,Anthropology.,45,SOCIAL SCIENCES.
45.0301,45.0301,Archeology.,45.03,Archeology.,45,SOCIAL SCIENCES.
45.0401,45.0401,Criminology.,45.04,Criminology.,45,SOCIAL SCIENCES.
45.0501,45.0501,Demography and Population Studies.,45.05,Demography and Population Studies.,45,SOCIAL SCIENCES.
45.0601,45.0601,"Economics, General.",45.06,Economics.,45,SOCIAL SCIENCES.
45.0602,45.0602,Applied Economics.,45.06,Economics.,45,SOCIAL SCIENCES.
45.0603,45.0603,Econometrics and Quantitative Economics.,45.06,Economics.,45,SOCIAL SCIENCES.
45.0604,45.0604,Development Economics and International Developmen,45.06,Economics.,45,SOCIAL SCIENCES.
45.0605,45.0605,International Economics.,45.06,Economics.,45,SOCIAL SCIENCES.
45.0699,45.0699,"Economics, Other.",45.06,Economics.,45,SOCIAL SCIENCES.
45.0701,45.0701,Geography.,45.07,Geography and Cartography.,45,SOCIAL SCIENCES.
45.0702,45.0702,Geographic Information Science and Cartography.,45.07,Geography and Cartography.,45,SOCIAL SCIENCES.
45.0799,45.0799,"Geography, Other.",45.07,Geography and Cartography.,45,SOCIAL SCIENCES.
45.0901,45.0901,International Relations and Affairs.,45.09,International Relations and National Security Stud,45,SOCIAL SCIENCES.
45.0902,45.0902,National Security Policy Studies.,45.09,International Relations and National Security Stud,45,SOCIAL SCIENCES.
45.0999,45.0999,International Relations and National Security Stud,45.09,International Relations and National Security Stud,45,SOCIAL SCIENCES.
45.1001,45.1001,"Political Science and Government, General.",45.1,Political Science and Government.,45,SOCIAL SCIENCES.
45.1002,45.1002,American Government and Politics (United States).,45.1,Political Science and Government.,45,SOCIAL SCIENCES.
45.1003,45.1003,Canadian Government and Politics.,45.1,Political Science and Government.,45,SOCIAL SCIENCES.
45.1004,45.1004,Political Economy.,45.1,Political Science and Government.,45,SOCIAL SCIENCES.
45.1099,45.1099,"Political Science and Government, Other.",45.1,Political Science and Government.,45,SOCIAL SCIENCES.
45.1101,45.1101,Sociology.,45.11,Sociology.,45,SOCIAL SCIENCES.
45.1201,45.1201,Urban Studies/Affairs.,45.12,Urban Studies/Affairs.,45,SOCIAL SCIENCES.
45.1301,45.1301,Sociology and Anthropology.,45.13,Sociology and Anthropology.,45,SOCIAL SCIENCES.
45.1401,45.1401,Rural Sociology.,45.14,Rural Sociology.,45,SOCIAL SCIENCES.
45.9999,45.9999,"Social Sciences, Other.",45.99,"Social Sciences, Other.",45,SOCIAL SCIENCES.
46.0000,46,"Construction Trades, General.",46,"Construction Trades, General.",46,CONSTRUCTION TRADES.
46.0101,46.0101,Mason/Masonry.,46.01,Mason/Masonry.,46,CONSTRUCTION TRADES.
46.0201,46.0201,Carpentry/Carpenter.,46.02,Carpenters.,46,CONSTRUCTION TRADES.
46.0301,46.0301,Electrical and Power Transmission Installation/Ins,46.03,Electrical and Power Transmission Installers.,46,CONSTRUCTION TRADES.
46.0302,46.0302,Electrician.,46.03,Electrical and Power Transmission Installers.,46,CONSTRUCTION TRADES.
46.0303,46.0303,Lineworker.,46.03,Electrical and Power Transmission Installers.,46,CONSTRUCTION TRADES.
46.0399,46.0399,"Electrical and Power Transmission Installers, Othe",46.03,Electrical and Power Transmission Installers.,46,CONSTRUCTION TRADES.
46.0401,46.0401,Building/Property Maintenance.,46.04,"Building/Construction Finishing, Management, and I",46,CONSTRUCTION TRADES.
46.0402,46.0402,Concrete Finishing/Concrete Finisher.,46.04,"Building/Construction Finishing, Management, and I",46,CONSTRUCTION TRADES.
46.0403,46.0403,Building/Home/Construction Inspection/Inspector.,46.04,"Building/Construction Finishing, Management, and I",46,CONSTRUCTION TRADES.
46.0404,46.0404,Drywall Installation/Drywaller.,46.04,"Building/Construction Finishing, Management, and I",46,CONSTRUCTION TRADES.
46.0406,46.0406,Glazier.,46.04,"Building/Construction Finishing, Management, and I",46,CONSTRUCTION TRADES.
46.0408,46.0408,Painting/Painter and Wall Coverer.,46.04,"Building/Construction Finishing, Management, and I",46,CONSTRUCTION TRADES.
46.0410,46.041,Roofer.,46.04,"Building/Construction Finishing, Management, and I",46,CONSTRUCTION TRADES.
46.0411,46.0411,Metal Building Assembly/Assembler.,46.04,"Building/Construction Finishing, Management, and I",46,CONSTRUCTION TRADES.
46.0412,46.0412,Building/Construction Site Management/Manager.,46.04,"Building/Construction Finishing, Management, and I",46,CONSTRUCTION TRADES.
46.0413,46.0413,"Carpet, Floor, and Tile Worker.",46.04,"Building/Construction Finishing, Management, and I",46,CONSTRUCTION TRADES.
46.0414,46.0414,Insulator.,46.04,"Building/Construction Finishing, Management, and I",46,CONSTRUCTION TRADES.
46.0415,46.0415,Building Construction Technology.,46.04,"Building/Construction Finishing, Management, and I",46,CONSTRUCTION TRADES.
46.0499,46.0499,"Building/Construction Finishing, Management, and I",46.04,"Building/Construction Finishing, Management, and I",46,CONSTRUCTION TRADES.
46.0502,46.0502,Pipefitting/Pipefitter and Sprinkler Fitter.,46.05,Plumbing and Related Water Supply Services.,46,CONSTRUCTION TRADES.
46.0503,46.0503,Plumbing Technology/Plumber.,46.05,Plumbing and Related Water Supply Services.,46,CONSTRUCTION TRADES.
46.0504,46.0504,Well Drilling/Driller.,46.05,Plumbing and Related Water Supply Services.,46,CONSTRUCTION TRADES.
46.0505,46.0505,Blasting/Blaster.,46.05,Plumbing and Related Water Supply Services.,46,CONSTRUCTION TRADES.
46.0599,46.0599,"Plumbing and Related Water Supply Services, Other.",46.05,Plumbing and Related Water Supply Services.,46,CONSTRUCTION TRADES.
46.9999,46.9999,"Construction Trades, Other.",46.99,"Construction Trades, Other.",46,CONSTRUCTION TRADES.
47.0000,47,"Mechanics and Repairers, General.",47,"Mechanics and Repairers, General.",47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0101,47.0101,Electrical/Electronics Equipment Installation and,47.01,Electrical/Electronics Maintenance and Repair Tech,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0102,47.0102,Business Machine Repair.,47.01,Electrical/Electronics Maintenance and Repair Tech,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0103,47.0103,Communications Systems Installation and Repair Tec,47.01,Electrical/Electronics Maintenance and Repair Tech,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0104,47.0104,Computer Installation and Repair Technology/Techni,47.01,Electrical/Electronics Maintenance and Repair Tech,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0105,47.0105,Industrial Electronics Technology/Technician.,47.01,Electrical/Electronics Maintenance and Repair Tech,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0106,47.0106,Appliance Installation and Repair Technology/Techn,47.01,Electrical/Electronics Maintenance and Repair Tech,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0110,47.011,"Security System Installation, Repair, and Inspecti",47.01,Electrical/Electronics Maintenance and Repair Tech,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0199,47.0199,Electrical/Electronics Maintenance and Repair Tech,47.01,Electrical/Electronics Maintenance and Repair Tech,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
